The Twilight Saga: Eclipse,(2010),PG-13,124 min,$300.52M,David Slade,Kristen Stewart,Robert Pattinson,Taylor Lautner,Xavier Samuel
Harry Potter and the Deathly Hallows: Part 1,(2010),PG-13,146 min,$294.98M,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Bill Nighy
Inception,(2010),PG-13,148 min,$292.57M,Christopher Nolan,Leonardo DiCaprio,Joseph Gordon-Levitt,Ellen Page,Ken Watanabe
Despicable Me,(2010),PG,95 min,$251.50M,Pierre Coffin,Chris Renaud,Steve Carell,Jason Segel,Russell Brand,Julie Andrews
Shrek Forever After,(2010),PG,93 min,$238.37M,Mike Mitchell,Mike Myers,Cameron Diaz,Eddie Murphy,Antonio Banderas
How to Train Your Dragon,(2010),PG,98 min,$217.39M,Dean DeBlois,Chris Sanders,Jay Baruchel,Gerard Butler,Christopher Mintz-Plasse,Craig Ferguson
Tangled,(2010),PG,100 min,$200.81M,Nathan Greno,Byron Howard,Mandy Moore,Zachary Levi,Donna Murphy,Ron Perlman
The Karate Kid,(2010),PG,140 min,$176.59M,Harald Zwart,Jackie Chan,Jaden Smith,Taraji P. Henson,Wenwen Han
Tron,(2010),PG,125 min,$172.05M,Joseph Kosinski,Jeff Bridges,Garrett Hedlund,Olivia Wilde,Bruce Boxleitner
True Grit,(2010),PG-13,110 min,$171.03M,Ethan Coen,Joel Coen,Jeff Bridges,Matt Damon,Hailee Steinfeld,Josh Brolin
Clash of the Titans,(2010),PG-13,106 min,$163.19M,Louis Leterrier,Sam Worthington,Liam Neeson,Ralph Fiennes,Jason Flemyng
Grown Ups,(2010),PG-13,102 min,$162.00M,Dennis Dugan,Adam Sandler,Salma Hayek,Kevin James,Chris Rock
Little Fockers,(2010),PG-13,98 min,$148.38M,Paul Weitz,Ben Stiller,Teri Polo,Robert De Niro,Owen Wilson
Megamind,(2010),PG,95 min,$148.34M,Tom McGrath,Will Ferrell,Jonah Hill,Brad Pitt,Tina Fey
The King's Speech,(2010),R,118 min,$138.80M,Tom Hooper,Colin Firth,Geoffrey Rush,Helena Bonham Carter,Derek Jacobi
The Last Airbender,(2010),PG,103 min,$131.56M,M. Night Shyamalan,Noah Ringer,Nicola Peltz,Jackson Rathbone,Dev Patel
Shutter Island,(2010),R,138 min,$127.97M,Martin Scorsese,Leonardo DiCaprio,Emily Mortimer,Mark Ruffalo,Ben Kingsley
The Other Guys,(2010),PG-13,107 min,$119.22M,Adam McKay,Will Ferrell,Mark Wahlberg,Derek Jeter,Eva Mendes
Salt,(2010),PG-13,100 min,$118.31M,Phillip Noyce,Angelina Jolie,Liev Schreiber,Chiwetel Ejiofor,Daniel Olbrychski
Valentine's Day,(I) (2010),PG-13,125 min,$110.48M,Garry Marshall,Julia Roberts,Jamie Foxx,Anne Hathaway,Jessica Alba
Black Swan,(2010),R,108 min,$106.95M,Darren Aronofsky,Natalie Portman,Mila Kunis,Vincent Cassel,Winona Ryder
Robin Hood,(2010),PG-13,140 min,$105.22M,Ridley Scott,Russell Crowe,Cate Blanchett,Matthew Macfadyen,Max von Sydow
The Chronicles of Narnia: The Voyage of the Dawn Treader,(2010),PG,113 min,$104.38M,Michael Apted,Ben Barnes,Skandar Keynes,Georgie Henley,Will Poulter
The Expendables,(2010),R,103 min,$102.98M,Sylvester Stallone,Sylvester Stallone,Jason Statham,Jet Li,Dolph Lundgren
Due Date,(2010),R,95 min,$100.45M,Todd Phillips,Robert Downey Jr.,Zach Galifianakis,Michelle Monaghan,Jamie Foxx
Yogi Bear,(2010),PG,80 min,$100.17M,Eric Brevig,Dan Aykroyd,Justin Timberlake,Anna Faris,Tom Cavanagh
Date Night,(2010),PG-13,88 min,$98.71M,Shawn Levy,Steve Carell,Tina Fey,Mark Wahlberg,Taraji P. Henson
The Social Network,(2010),PG-13,120 min,$96.92M,David Fincher,Jesse Eisenberg,Andrew Garfield,Justin Timberlake,Rooney Mara
Sex and the City 2,(2010),R,146 min,$95.33M,Michael Patrick King,Sarah Jessica Parker,Kim Cattrall,Kristin Davis,Cynthia Nixon
The Book of Eli,(2010),R,118 min,$94.82M,Albert Hughes,Allen Hughes,Denzel Washington,Mila Kunis,Ray Stevenson,Gary Oldman
The Fighter,(I) (2010),R,116 min,$93.57M,David O. Russell,Mark Wahlberg,Christian Bale,Amy Adams,Melissa Leo
The Town,(2010),R,125 min,$92.17M,Ben Affleck,Ben Affleck,Rebecca Hall,Jon Hamm,Jeremy Renner
Prince of Persia: The Sands of Time,(2010),PG-13,116 min,$90.76M,Mike Newell,Jake Gyllenhaal,Gemma Arterton,Ben Kingsley,Alfred Molina
RED,(2010),PG-13,111 min,$90.36M,Robert Schwentke,Bruce Willis,Helen Mirren,Morgan Freeman,Mary-Louise Parker
Percy Jackson & the Olympians: The Lightning Thief,(2010),PG,118 min,$88.76M,Chris Columbus,Logan Lerman,Kevin McKidd,Steve Coogan,Brandon T. Jackson
Paranormal Activity 2,(2010),R,91 min,$84.75M,Tod Williams,Katie Featherston,Micah Sloat,Molly Ephraim,David Bierend
Unstoppable,(2010),PG-13,98 min,$81.56M,Tony Scott,Denzel Washington,Chris Pine,Rosario Dawson,Ethan Suplee
Eat Pray Love,(2010),PG-13,133 min,$80.57M,Ryan Murphy,Julia Roberts,Javier Bardem,Richard Jenkins,Viola Davis
Dear John,(I) (2010),PG-13,108 min,$80.01M,Lasse Hallström,Channing Tatum,Amanda Seyfried,Richard Jenkins,Henry Thomas
The A-Team,(2010),PG-13,117 min,$77.21M,Joe Carnahan,Liam Neeson,Bradley Cooper,Sharlto Copley,Jessica Biel
Knight and Day,(2010),PG-13,109 min,$76.42M,James Mangold,Tom Cruise,Cameron Diaz,Peter Sarsgaard,Jordi Mollà
Dinner for Schmucks,(2010),PG-13,114 min,$72.98M,Jay Roach,Steve Carell,Paul Rudd,Stephanie Szostak,Zach Galifianakis
The Tourist,(2010),PG-13,103 min,$67.63M,Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie,Paul Bettany,Timothy Dalton
The Bounty Hunter,(I) (2010),PG-13,110 min,$67.06M,Andy Tennant,Jennifer Aniston,Gerard Butler,Gio Perez,Joel Marsh Garland
Diary of a Wimpy Kid,(2010),PG,94 min,$64.00M,Thor Freudenthal,Zachary Gordon,Robert Capron,Rachael Harris,Steve Zahn
The Sorcerer's Apprentice,(2010),PG,109 min,$63.14M,Jon Turteltaub,Nicolas Cage,Jay Baruchel,Alfred Molina,Teresa Palmer
A Nightmare on Elm Street,(2010),R,95 min,$63.06M,Samuel Bayer,Jackie Earle Haley,Rooney Mara,Kyle Gallner,Katie Cassidy
Harry Potter and the Deathly Hallows: Part 2,(2011),PG-13,130 min,$380.96M,David Yates,Daniel Radcliffe,Emma Watson,Rupert Grint,Michael Gambon
Transformers: Dark of the Moon,(2011),PG-13,154 min,$352.36M,Michael Bay,Shia LaBeouf,Rosie Huntington-Whiteley,Tyrese Gibson,Josh Duhamel
The Twilight Saga: Breaking Dawn - Part 1,(2011),PG-13,117 min,$281.28M,Bill Condon,Kristen Stewart,Robert Pattinson,Taylor Lautner,Gil Birmingham
The Hangover Part II,(2011),R,102 min,$254.46M,Todd Phillips,Bradley Cooper,Zach Galifianakis,Ed Helms,Justin Bartha
Pirates of the Caribbean: On Stranger Tides,(2011),PG-13,136 min,$241.06M,Rob Marshall,Johnny Depp,Penélope Cruz,Ian McShane,Geoffrey Rush
Fast Five,(2011),PG-13,131 min,$209.81M,Justin Lin,Vin Diesel,Paul Walker,Dwayne Johnson,Jordana Brewster
Mission: Impossible - Ghost Protocol,(2011),PG-13,132 min,$209.36M,Brad Bird,Tom Cruise,Jeremy Renner,Simon Pegg,Paula Patton
Cars 2,(2011),G,106 min,$191.45M,John Lasseter,Brad Lewis,Owen Wilson,Larry the Cable Guy,Michael Caine,Emily Mortimer
Sherlock Holmes: A Game of Shadows,(2011),PG-13,129 min,$186.83M,Guy Ritchie,Robert Downey Jr.,Jude Law,Jared Harris,Rachel McAdams
Thor,(2011),PG-13,115 min,$181.02M,Kenneth Branagh,Chris Hemsworth,Anthony Hopkins,Natalie Portman,Tom Hiddleston
Rise of the Planet of the Apes,(2011),PG-13,105 min,$176.74M,Rupert Wyatt,James Franco,Andy Serkis,Freida Pinto,Karin Konoval
Captain America: The First Avenger,(2011),PG-13,124 min,$176.64M,Joe Johnston,Chris Evans,Hugo Weaving,Samuel L. Jackson,Hayley Atwell
The Help,(2011),PG-13,146 min,$169.71M,Tate Taylor,Emma Stone,Viola Davis,Octavia Spencer,Bryce Dallas Howard
Bridesmaids,(I) (2011),R,125 min,$169.08M,Paul Feig,Kristen Wiig,Maya Rudolph,Rose Byrne,Terry Crews
Kung Fu Panda 2,(2011),PG,90 min,$165.23M,Jennifer Yuh Nelson,Jack Black,Angelina Jolie,Jackie Chan,Dustin Hoffman
Puss in Boots,(2011),PG,90 min,$149.23M,Chris Miller,Antonio Banderas,Salma Hayek,Zach Galifianakis,Billy Bob Thornton
X: First Class,(2011),PG-13,132 min,$146.41M,Matthew Vaughn,James McAvoy,Michael Fassbender,Jennifer Lawrence,Kevin Bacon
Rio,(2011),G,96 min,$143.62M,Carlos Saldanha,Jesse Eisenberg,Anne Hathaway,George Lopez,Karen Disher
The Smurfs,(2011),PG,103 min,$142.61M,Raja Gosnell,Hank Azaria,Katy Perry,Jonathan Winters,Neil Patrick Harris
Alvin and the Chipmunks: Chipwrecked,(2011),G,87 min,$133.10M,Mike Mitchell,Justin Long,Jesse McCartney,Jason Lee,David Cross
Super 8,(2011),PG-13,112 min,$126.98M,J.J. Abrams,Elle Fanning,AJ Michalka,Kyle Chandler,Joel Courtney
Rango,(2011),PG,107 min,$123.21M,Gore Verbinski,Johnny Depp,Isla Fisher,Timothy Olyphant,Abigail Breslin
Horrible Bosses,(2011),R,98 min,$117.53M,Seth Gordon,Jason Bateman,Charlie Day,Jason Sudeikis,Steve Wiebe
Green Lantern,(2011),PG-13,114 min,$116.59M,Martin Campbell,Ryan Reynolds,Blake Lively,Peter Sarsgaard,Mark Strong
Hop,(2011),PG,95 min,$108.01M,Tim Hill,Russell Brand,James Marsden,Elizabeth Perkins,Kaley Cuoco
Paranormal Activity 3,(2011),R,83 min,$104.01M,Henry Joost,Ariel Schulman,Chloe Csengery,Jessica Tyler Brown,Christopher Nicholas Smith,Lauren Bittner
Just Go with It,(2011),PG-13,117 min,$103.03M,Dennis Dugan,Adam Sandler,Jennifer Aniston,Brooklyn Decker,Nicole Kidman
The Girl with the Dragon Tattoo,(2011),R,158 min,$102.52M,David Fincher,Daniel Craig,Rooney Mara,Christopher Plummer,Stellan Skarsgård
Bad Teacher,(2011),R,92 min,$100.29M,Jake Kasdan,Cameron Diaz,Jason Segel,Justin Timberlake,Lucy Punch
Cowboys & Aliens,(2011),PG-13,119 min,$100.22M,Jon Favreau,Daniel Craig,Harrison Ford,Olivia Wilde,Abigail Spencer
Gnomeo & Juliet,(2011),G,84 min,$99.81M,Kelly Asbury,James McAvoy,Emily Blunt,Maggie Smith,Ashley Jensen
The Green Hornet,(2011),PG-13,119 min,$98.78M,Michel Gondry,Seth Rogen,Jay Chou,Christoph Waltz,Cameron Diaz
The Muppets,(2011),PG,103 min,$88.63M,James Bobin,Amy Adams,Jason Segel,Chris Cooper,Rashida Jones
Real Steel,(2011),PG-13,127 min,$85.46M,Shawn Levy,Hugh Jackman,Evangeline Lilly,Dakota Goyo,Anthony Mackie
"Crazy, Stupid, Love.",(2011),PG-13,118 min,$84.24M,Glenn Ficarra,John Requa,Steve Carell,Ryan Gosling,Julianne Moore,Emma Stone
Battle Los Angeles,(2011),PG-13,116 min,$83.55M,Jonathan Liebesman,Aaron Eckhart,Michelle Rodriguez,Bridget Moynahan,Ramon Rodriguez
Immortals,(2011),R,110 min,$83.50M,Tarsem Singh,Henry Cavill,Mickey Rourke,John Hurt,Stephen Dorff
The Descendants,(2011),R,115 min,$82.62M,Alexander Payne,George Clooney,Shailene Woodley,Amara Miller,Nick Krause
Zookeeper,(2011),PG,102 min,$80.36M,Frank Coraci,Kevin James,Rosario Dawson,Leslie Bibb,Ken Jeong
War Horse,(2011),PG-13,146 min,$79.88M,Steven Spielberg,Jeremy Irvine,Emily Watson,David Thewlis,Benedict Cumberbatch
Limitless,(I) (2011),PG-13,105 min,$79.24M,Neil Burger,Bradley Cooper,Anna Friel,Abbie Cornish,Robert De Niro
Tower Heist,(2011),PG-13,104 min,$78.01M,Brett Ratner,Eddie Murphy,Ben Stiller,Casey Affleck,Alan Alda
The Adventures of Tintin,(2011),PG,107 min,$77.56M,Steven Spielberg,Jamie Bell,Andy Serkis,Daniel Craig,Simon Pegg
Contagion,(2011),PG-13,106 min,$75.64M,Steven Soderbergh,Matt Damon,Kate Winslet,Jude Law,Gwyneth Paltrow
We Bought a Zoo,(2011),PG,124 min,$75.62M,Cameron Crowe,Matt Damon,Scarlett Johansson,Thomas Haden Church,Elle Fanning
Moneyball,(2011),PG-13,133 min,$75.61M,Bennett Miller,Brad Pitt,Robin Wright,Jonah Hill,Philip Seymour Hoffman
Jack and Jill,(I) (2011),PG,91 min,$74.16M,Dennis Dugan,Adam Sandler,Katie Holmes,Al Pacino,Elodie Tougne
Hugo,(2011),PG,126 min,$73.82M,Martin Scorsese,Asa Butterfield,Chloë Grace Moretz,Christopher Lee,Ben Kingsley
Dolphin Tale,(2011),PG,113 min,$72.28M,Charles Martin Smith,Morgan Freeman,Ashley Judd,Harry Connick Jr.,Nathan Gamble
No Strings Attached,(I) (2011),R,108 min,$70.63M,Ivan Reitman,Natalie Portman,Ashton Kutcher,Kevin Kline,Cary Elwes
The Avengers,(2012),PG-13,143 min,$623.28M,Joss Whedon,Robert Downey Jr.,Chris Evans,Scarlett Johansson,Jeremy Renner
The Dark Knight Rises,(2012),PG-13,164 min,$448.13M,Christopher Nolan,Christian Bale,Tom Hardy,Anne Hathaway,Gary Oldman
The Hunger Games,(2012),PG-13,142 min,$408.00M,Gary Ross,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Stanley Tucci
Skyfall,(2012),PG-13,143 min,$304.36M,Sam Mendes,Daniel Craig,Javier Bardem,Naomie Harris,Judi Dench
The Hobbit: An Unexpected Journey,(2012),PG-13,169 min,$303.00M,Peter Jackson,Martin Freeman,Ian McKellen,Richard Armitage,Andy Serkis
The Twilight Saga: Breaking Dawn - Part 2,(2012),PG-13,115 min,$292.30M,Bill Condon,Kristen Stewart,Robert Pattinson,Taylor Lautner,Peter Facinelli
The Amazing Spider-Man,(2012),PG-13,136 min,$262.03M,Marc Webb,Andrew Garfield,Emma Stone,Rhys Ifans,Irrfan Khan
Brave,(2012),PG,93 min,$237.28M,Mark Andrews,Brenda Chapman,Steve Purcell,Kelly Macdonald,Billy Connolly,Emma Thompson,Julie Walters
Ted,(2012),R,106 min,$218.63M,Seth MacFarlane,Mark Wahlberg,Mila Kunis,Seth MacFarlane,Joel McHale
Madagascar 3: Europe's Most Wanted,(2012),PG,93 min,$216.37M,Eric Darnell,Tom McGrath,Conrad Vernon,Ben Stiller,Jada Pinkett Smith,Chris Rock,David Schwimmer
The Lorax,(2012),PG,86 min,$213.95M,Chris Renaud,Kyle Balda,Zac Efron,Taylor Swift,Danny DeVito,Ed Helms
Wreck-It Ralph,(2012),PG,101 min,$189.41M,Rich Moore,John C. Reilly,Jack McBrayer,Jane Lynch,Sarah Silverman
Lincoln,(2012),PG-13,150 min,$182.20M,Steven Spielberg,Daniel Day-Lewis,Sally Field,David Strathairn,Joseph Gordon-Levitt
Men in Black 3,(2012),PG-13,106 min,$179.02M,Barry Sonnenfeld,Will Smith,Tommy Lee Jones,Josh Brolin,Jemaine Clement
Django Unchained,(2012),R,165 min,$162.80M,Quentin Tarantino,Jamie Foxx,Christoph Waltz,Leonardo DiCaprio,Kerry Washington
Ice Age: Continental Drift,(2012),PG,88 min,$161.32M,Steve Martino,Mike Thurmeier,Ray Romano,Denis Leary,John Leguizamo,Aziz Ansari
Snow White and the Huntsman,(2012),PG-13,127 min,$155.11M,Rupert Sanders,Kristen Stewart,Chris Hemsworth,Charlize Theron,Sam Claflin
Les Misérables,(2012),PG-13,158 min,$148.78M,Tom Hooper,Hugh Jackman,Russell Crowe,Anne Hathaway,Amanda Seyfried
Hotel Transylvania,(2012),PG,91 min,$148.31M,Genndy Tartakovsky,Adam Sandler,Kevin James,Andy Samberg,Selena Gomez
Taken 2,(2012),PG-13,92 min,$139.85M,Olivier Megaton,Liam Neeson,Famke Janssen,Maggie Grace,Leland Orser
21 Jump Street,(2012),R,110 min,$138.45M,Phil Lord,Christopher Miller,Jonah Hill,Channing Tatum,Ice Cube,Brie Larson
Argo,(2012),R,120 min,$136.02M,Ben Affleck,Ben Affleck,Bryan Cranston,John Goodman,Alan Arkin
Silver Linings Playbook,(2012),R,122 min,$132.09M,David O. Russell,Bradley Cooper,Jennifer Lawrence,Robert De Niro,Jacki Weaver
Prometheus,(I) (2012),R,124 min,$126.46M,Ridley Scott,Noomi Rapace,Logan Marshall-Green,Michael Fassbender,Charlize Theron
Safe House,(2012),R,115 min,$126.15M,Daniel Espinosa,Denzel Washington,Ryan Reynolds,Robert Patrick,Vera Farmiga
The Vow,(2012),PG-13,104 min,$125.01M,Michael Sucsy,Rachel McAdams,Channing Tatum,Sam Neill,Jessica Lange
Life of Pi,(2012),PG,127 min,$124.98M,Ang Lee,Suraj Sharma,Irrfan Khan,Adil Hussain,Tabu
Magic Mike,(2012),R,110 min,$113.71M,Steven Soderbergh,Channing Tatum,Alex Pettyfer,Olivia Munn,Matthew McConaughey
The Bourne Legacy,(2012),PG-13,135 min,$113.17M,Tony Gilroy,Jeremy Renner,Rachel Weisz,Edward Norton,Scott Glenn
Journey 2: The Mysterious Island,(2012),PG,94 min,$103.81M,Brad Peyton,Josh Hutcherson,Dwayne Johnson,Michael Caine,Luis Guzmán
Rise of the Guardians,(2012),PG,97 min,$103.40M,Peter Ramsey,Hugh Jackman,Alec Baldwin,Isla Fisher,Chris Pine
Zero Dark Thirty,(2012),R,157 min,$95.72M,Kathryn Bigelow,Jessica Chastain,Joel Edgerton,Chris Pratt,Mark Strong
Flight,(I) (2012),R,138 min,$93.75M,Robert Zemeckis,Denzel Washington,Nadine Velazquez,Don Cheadle,John Goodman
Think Like a Man,(2012),PG-13,122 min,$91.55M,Tim Story,Chris Brown,Gabrielle Union,Kevin Hart,Michael Ealy
The Campaign,(2012),R,85 min,$86.90M,Jay Roach,Will Ferrell,Zach Galifianakis,Jason Sudeikis,Dylan McDermott
The Expendables 2,(2012),R,103 min,$85.02M,Simon West,Sylvester Stallone,Liam Hemsworth,Randy Couture,Jean-Claude Van Damme
Wrath of the Titans,(2012),PG-13,99 min,$83.64M,Jonathan Liebesman,Sam Worthington,Liam Neeson,Rosamund Pike,Ralph Fiennes
Dark Shadows,(2012),PG-13,113 min,$79.71M,Tim Burton,Johnny Depp,Michelle Pfeiffer,Eva Green,Helena Bonham Carter
Parental Guidance,(2012),PG,105 min,$77.26M,Andy Fickman,Billy Crystal,Bette Midler,Marisa Tomei,Tom Everett Scott
John Carter,(2012),PG-13,132 min,$73.06M,Andrew Stanton,Taylor Kitsch,Lynn Collins,Willem Dafoe,Samantha Morton
Act of Valor,(2012),R,110 min,$70.01M,Mike McCoy,Scott Waugh,Alex Veadov,Roselyn Sanchez,Nestor Serrano,Rorke Denver
This Is 40,(2012),R,134 min,$67.52M,Judd Apatow,Paul Rudd,Leslie Mann,Maude Apatow,Iris Apatow
Contraband,(2012),R,109 min,$66.49M,Baltasar Kormákur,Mark Wahlberg,Giovanni Ribisi,Kate Beckinsale,Robert Wahlberg
Looper,(2012),R,113 min,$66.47M,Rian Johnson,Joseph Gordon-Levitt,Bruce Willis,Emily Blunt,Paul Dano
Madea's Witness Protection,(2012),PG-13,114 min,$65.62M,Tyler Perry,Tyler Perry,Eugene Levy,Denise Richards,Tom Arnold
Battleship,(2012),PG-13,131 min,$65.17M,Peter Berg,Alexander Skarsgård,Brooklyn Decker,Liam Neeson,Rihanna
Pitch Perfect,(2012),PG-13,112 min,$65.00M,Jason Moore,Anna Kendrick,Brittany Snow,Rebel Wilson,Anna Camp
Mirror Mirror,(I) (2012),PG,106 min,$64.93M,Tarsem Singh,Lily Collins,Julia Roberts,Armie Hammer,Nathan Lane
Chronicle,(2012),PG-13,84 min,$64.57M,Josh Trank,Dane DeHaan,Alex Russell,Michael B. Jordan,Michael Kelly
Hope Springs,(2012),PG-13,100 min,$63.54M,David Frankel,Meryl Streep,Tommy Lee Jones,Steve Carell,Jean Smart
The Hunger Games: Catching Fire,(2013),PG-13,146 min,$424.65M,Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth,Philip Seymour Hoffman
Iron Man Three,(2013),PG-13,130 min,$408.99M,Shane Black,Robert Downey Jr.,Guy Pearce,Gwyneth Paltrow,Don Cheadle
Frozen,(I) (2013),PG,102 min,$400.74M,Chris Buck,Jennifer Lee,Kristen Bell,Idina Menzel,Jonathan Groff,Josh Gad
Despicable Me 2,(2013),PG,98 min,$368.05M,Pierre Coffin,Chris Renaud,Steve Carell,Kristen Wiig,Benjamin Bratt,Miranda Cosgrove
Man of Steel,(2013),PG-13,143 min,$291.02M,Zack Snyder,Henry Cavill,Amy Adams,Michael Shannon,Diane Lane
Gravity,(2013),PG-13,91 min,$274.08M,Alfonso Cuarón,Sandra Bullock,George Clooney,Ed Harris,Orto Ignatiussen
Monsters University,(2013),G,104 min,$268.49M,Dan Scanlon,Billy Crystal,John Goodman,Steve Buscemi,Helen Mirren
The Hobbit: The Desolation of Smaug,(2013),PG-13,161 min,$258.36M,Peter Jackson,Ian McKellen,Martin Freeman,Richard Armitage,Ken Stott
Furious 6,(2013),PG-13,130 min,$238.67M,Justin Lin,Vin Diesel,Paul Walker,Dwayne Johnson,Michelle Rodriguez
Oz the Great and Powerful,(2013),PG,130 min,$234.90M,Sam Raimi,James Franco,Michelle Williams,Rachel Weisz,Mila Kunis
Star Trek Into Darkness,(2013),PG-13,132 min,$228.76M,J.J. Abrams,Chris Pine,Zachary Quinto,Zoe Saldana,Benedict Cumberbatch
Thor: The Dark World,(2013),PG-13,112 min,$206.36M,Alan Taylor,Chris Hemsworth,Natalie Portman,Tom Hiddleston,Stellan Skarsgård
World War Z,(2013),PG-13,116 min,$202.35M,Marc Forster,Brad Pitt,Mireille Enos,Daniella Kertesz,James Badge Dale
The Croods,(2013),PG,98 min,$187.17M,Kirk De Micco,Chris Sanders,Nicolas Cage,Ryan Reynolds,Emma Stone,Catherine Keener
The Heat,(I) (2013),R,117 min,$159.58M,Paul Feig,Sandra Bullock,Michael McDonald,Melissa McCarthy,Demián Bichir
We're the Millers,(2013),R,110 min,$150.37M,Rawson Marshall Thurber,Jason Sudeikis,Jennifer Aniston,Emma Roberts,Ed Helms
American Hustle,(2013),R,138 min,$150.12M,David O. Russell,Christian Bale,Amy Adams,Bradley Cooper,Jennifer Lawrence
The Great Gatsby,(2013),PG-13,143 min,$144.81M,Baz Luhrmann,Leonardo DiCaprio,Carey Mulligan,Joel Edgerton,Tobey Maguire
The Conjuring,(2013),R,112 min,$137.39M,James Wan,Patrick Wilson,Vera Farmiga,Ron Livingston,Lili Taylor
Identity Thief,(2013),R,111 min,$134.46M,Seth Gordon,Jason Bateman,Melissa McCarthy,John Cho,Amanda Peet
Grown Ups 2,(2013),PG-13,101 min,$133.67M,Dennis Dugan,Adam Sandler,Kevin James,Chris Rock,David Spade
The Wolverine,(2013),PG-13,126 min,$132.55M,James Mangold,Hugh Jackman,Will Yun Lee,Tao Okamoto,Rila Fukushima
Lone Survivor,(2013),R,121 min,$125.07M,Peter Berg,Mark Wahlberg,Taylor Kitsch,Emile Hirsch,Ben Foster
G.I. Joe: Retaliation,(2013),PG-13,110 min,$122.51M,Jon M. Chu,Dwayne Johnson,Channing Tatum,Adrianne Palicki,Byung-hun Lee
Cloudy with a Chance of Meatballs 2,(2013),PG,95 min,$119.79M,Cody Cameron,Kris Pearn,Bill Hader,Anna Faris,Will Forte,Neil Patrick Harris
Now You See Me,(I) (2013),PG-13,115 min,$117.70M,Louis Leterrier,Jesse Eisenberg,Common,Mark Ruffalo,Woody Harrelson
The Wolf of Wall Street,(2013),R,180 min,$116.87M,Martin Scorsese,Leonardo DiCaprio,Jonah Hill,Margot Robbie,Matthew McConaughey
The Butler,(I) (2013),PG-13,132 min,$116.63M,Lee Daniels,Forest Whitaker,Oprah Winfrey,John Cusack,Jane Fonda
The Hangover Part III,(2013),R,100 min,$112.19M,Todd Phillips,Bradley Cooper,Zach Galifianakis,Ed Helms,Justin Bartha
Epic,(2013),PG,102 min,$107.52M,Chris Wedge,Amanda Seyfried,Josh Hutcherson,Beyoncé Knowles,Colin Farrell
Captain Phillips,(2013),PG-13,134 min,$107.10M,Paul Greengrass,Tom Hanks,Barkhad Abdi,Barkhad Abdirahman,Catherine Keener
Bad Grandpa,(2013),R,92 min,$101.98M,Jeff Tremaine,Johnny Knoxville,Jackson Nicoll,Gregorio,Georgina Cates
Pacific Rim,(2013),PG-13,131 min,$101.79M,Guillermo del Toro,Idris Elba,Charlie Hunnam,Rinko Kikuchi,Charlie Day
This Is the End,(2013),R,107 min,$101.47M,Evan Goldberg,Seth Rogen,James Franco,Jonah Hill,Seth Rogen,Jay Baruchel
Olympus Has Fallen,(2013),R,119 min,$98.90M,Antoine Fuqua,Gerard Butler,Aaron Eckhart,Morgan Freeman,Angela Bassett
42,(2013),PG-13,128 min,$95.00M,Brian Helgeland,Chadwick Boseman,T.R. Knight,Harrison Ford,Nicole Beharie
Elysium,(I) (2013),R,109 min,$93.05M,Neill Blomkamp,Matt Damon,Jodie Foster,Sharlto Copley,Alice Braga
Planes,(2013),PG,91 min,$90.28M,Klay Hall,Carlos Alazraqui,Dane Cook,Stacy Keach,Brad Garrett
The Lone Ranger,(2013),PG-13,150 min,$89.29M,Gore Verbinski,Johnny Depp,Armie Hammer,William Fichtner,Tom Wilkinson
Oblivion,(I) (2013),PG-13,124 min,$89.02M,Joseph Kosinski,Tom Cruise,Morgan Freeman,Andrea Riseborough,Olga Kurylenko
Insidious: Chapter 2,(2013),PG-13,106 min,$83.57M,James Wan,Patrick Wilson,Rose Byrne,Barbara Hershey,Lin Shaye
Saving Mr. Banks,(2013),PG-13,125 min,$83.30M,John Lee Hancock,Emma Thompson,Tom Hanks,Annie Rose Buckley,Colin Farrell
Turbo,(2013),PG,96 min,$83.02M,David Soren,Ryan Reynolds,Paul Giamatti,Maya Rudolph,Samuel L. Jackson
2 Guns,(2013),R,109 min,$75.57M,Baltasar Kormákur,Denzel Washington,Mark Wahlberg,Paula Patton,Bill Paxton
White House Down,(2013),PG-13,131 min,$73.10M,Roland Emmerich,Channing Tatum,Jamie Foxx,Maggie Gyllenhaal,Jason Clarke
Mama,(I) (2013),PG-13,100 min,$71.59M,Andy Muschietti,Jessica Chastain,Nikolaj Coster-Waldau,Megan Charpentier,Isabelle Nélisse
Safe Haven,(I) (2013),PG-13,115 min,$71.35M,Lasse Hallström,Julianne Hough,Josh Duhamel,Cobie Smulders,David Lyons
The Smurfs 2,(2013),PG,105 min,$71.02M,Raja Gosnell,Neil Patrick Harris,Jayma Mays,Katy Perry,Hank Azaria
The Best Man Holiday,(2013),R,123 min,$70.49M,Malcolm D. Lee,Monica Calhoun,Morris Chestnut,Melissa De Sousa,Taye Diggs
Percy Jackson: Sea of Monsters,(2013),PG,106 min,$68.56M,Thor Freudenthal,Logan Lerman,Alexandra Daddario,Brandon T. Jackson,Nathan Fillion
American Sniper,(2014),R,133 min,$350.12M,Clint Eastwood,Bradley Cooper,Sienna Miller,Kyle Gallner,Cole Konis
